timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_close,ha_open,ha_high,ha_low,EMA_10,EMA_55,EMA_100,EMA_200,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,is_whale,is_whale_invert
1745245800000,1637.35,1641.82,1630.97,1632.69,10770.0834,2025-04-21 14:30:00+00:00,2025-04-21 11:30:00-03:00,2025-04-21,11:30:00,1635.7075,1623.2756410153681,1641.82,1623.2756410153681,1626.5019629095818,1637.6461655710675,1641.8684261924407,1645.193469965249,False,False,DOWN,DOWN,52.05672851520039,19.734474725857627,40.294691388421114,False,True,False,False
1745246700000,1632.69,1634.43,1621.25,1634.16,11502.578,2025-04-21 14:45:00+00:00,2025-04-21 11:45:00-03:00,2025-04-21,11:45:00,1630.6325,1629.4915705076842,1634.43,1621.25,1627.2529696532943,1637.3956775149582,1641.6459326044715,1645.048584691963,False,False,DOWN,DOWN,50.15777530067396,19.84648496276418,38.59588975868089,False,False,False,False
1745247600000,1634.15,1635.16,1622.65,1623.3,6807.2703,2025-04-21 15:00:00+00:00,2025-04-21 12:00:00-03:00,2025-04-21,12:00:00,1628.8150000000003,1630.0620352538422,1635.16,1622.65,1627.5369751708772,1637.0892247465667,1641.3918547311155,1644.8870564860729,False,False,DOWN,DOWN,47.8892234756501,18.601495974436457,34.211043076209386,False,True,False,False
1745248500000,1623.31,1631.36,1622.91,1629.52,4851.5498,2025-04-21 15:15:00+00:00,2025-04-21 12:15:00-03:00,2025-04-21,12:15:00,1626.775,1629.438517626921,1631.36,1622.91,1627.3984342307176,1636.7208595770464,1641.1024120631726,1644.7068370185498,False,False,DOWN,DOWN,46.21478682703345,17.05065147985165,33.25222193459358,False,False,False,False
1745249400000,1629.51,1631.36,1625.0,1625.86,5188.6916,2025-04-21 15:30:00+00:00,2025-04-21 12:30:00-03:00,2025-04-21,12:30:00,1627.9325,1628.1067588134606,1631.36,1625.0,1627.4955370978596,1636.406989592152,1640.8416217252877,1644.5399281924945,False,False,DOWN,DOWN,46.43355925298258,13.66536750250075,34.67043769185704,False,True,False,False
1745250300000,1625.86,1626.21,1618.65,1623.3,6537.1888,2025-04-21 15:45:00+00:00,2025-04-21 12:45:00-03:00,2025-04-21,12:45:00,1623.5049999999999,1628.0196294067302,1628.0196294067302,1618.65,1626.7699848982488,1635.9462042495752,1640.498322285183,1644.33062542441,False,False,DOWN,DOWN,46.482973076934286,13.211290618383256,36.82622251121254,False,False,False,False
1745251200000,1623.3,1626.09,1618.0,1624.0,5854.1042,2025-04-21 16:00:00+00:00,2025-04-21 13:00:00-03:00,2025-04-21,13:00:00,1622.8474999999999,1625.762314703365,1626.09,1618.0,1626.05680582584,1635.478393383519,1640.148801051813,1644.116862982376,False,False,DOWN,DOWN,45.29627487916217,12.828856832936847,35.669532274515774,False,True,False,True
1745252100000,1623.99,1624.8,1611.51,1613.66,5549.4119,2025-04-21 16:15:00+00:00,2025-04-21 13:15:00-03:00,2025-04-21,13:15:00,1618.49,1624.3049073516825,1624.8,1611.51,1624.6810229484145,1634.8716650483934,1639.719913902272,1643.8618693208598,False,False,DOWN,DOWN,44.27171173684401,12.15803605677039,35.934023782125315,False,False,False,False
1745253000000,1613.65,1617.02,1611.3,1611.85,5008.788,2025-04-21 16:30:00+00:00,2025-04-21 13:30:00-03:00,2025-04-21,13:30:00,1613.455,1621.3974536758412,1621.3974536758412,1611.3,1622.6399278668846,1634.106784153808,1639.1998165972766,1643.5593134072196,False,False,DOWN,DOWN,42.894285600260844,12.171295158515763,32.882772179897046,False,True,False,True
1745253900000,1611.86,1612.23,1587.18,1589.6,20492.7835,2025-04-21 16:45:00+00:00,2025-04-21 13:45:00-03:00,2025-04-21,13:45:00,1600.2175000000002,1617.4262268379207,1617.4262268379207,1587.18,1618.5631228001785,1632.8964525768863,1638.4278895359444,1643.1280515822723,False,False,DOWN,DOWN,43.5067333054588,9.379545017974378,42.61134436486398,False,False,False,False
1745254800000,1589.6,1590.25,1571.37,1583.81,29321.3541,2025-04-21 17:00:00+00:00,2025-04-21 14:00:00-03:00,2025-04-21,14:00:00,1583.7574999999997,1608.8218634189604,1608.8218634189604,1571.37,1612.2348277456003,1631.1414899848548,1637.3453075649354,1642.5372998252349,False,False,DOWN,DOWN,44.43761203775821,8.650864959947448,45.56257197453863,False,True,False,True
1745255700000,1583.81,1590.01,1578.24,1584.44,21385.6873,2025-04-21 17:15:00+00:00,2025-04-21 14:15:00-03:00,2025-04-21,14:15:00,1584.125,1596.2896817094802,1596.2896817094802,1578.24,1607.1239499736728,1629.462329628253,1636.291440088402,1641.956082911551,False,False,DOWN,DOWN,45.45122656340736,8.77343840240265,46.91659073116292,False,False,False,True
1745256600000,1584.44,1587.1,1579.17,1580.33,6470.9564,2025-04-21 17:30:00+00:00,2025-04-21 14:30:00-03:00,2025-04-21,14:30:00,1582.76,1590.20734085474,1590.20734085474,1579.17,1602.6941408875502,1627.7943892843869,1635.2314115717998,1641.3670671611874,False,False,DOWN,DOWN,46.435755070911895,8.970069151937542,46.92884042567183,False,True,False,False
1745257500000,1580.33,1583.49,1573.49,1578.42,7468.0375,2025-04-21 17:45:00+00:00,2025-04-21 14:45:00-03:00,2025-04-21,14:45:00,1578.9325,1586.48367042737,1586.48367042737,1573.49,1598.3738425443591,1626.0493218099446,1634.116581639685,1640.7458276869468,False,False,DOWN,DOWN,52.118192956739584,0.0,53.376368229020876,False,False,False,False
1745258400000,1578.43,1579.05,1572.4,1576.59,7702.242,2025-04-21 18:00:00+00:00,2025-04-21 15:00:00-03:00,2025-04-21,15:00:00,1576.6175,1582.708085213685,1582.708085213685,1572.4,1594.41814389993,1624.2838996024466,1632.9779859636515,1640.1077348741414,False,False,DOWN,DOWN,56.81459448554898,0.0,47.73162285764419,False,True,False,False
1745259300000,1576.58,1579.22,1573.15,1573.51,3464.84,2025-04-21 18:15:00+00:00,2025-04-21 15:15:00-03:00,2025-04-21,15:15:00,1575.6150000000002,1579.6627926068427,1579.6627926068427,1573.15,1590.9993904635792,1622.545724616645,1631.8420852515,1639.466016119175,False,False,DOWN,DOWN,61.665889716195004,0.0,44.67934732507797,False,False,False,False
