timestamp,open,high,low,close,volume,time_utc,time,date,hour,MA1,MA2,MA3,MA4,macroTrend,microTrend,macroTrendLabel,microTrendLabel,ADX,+DI,-DI,Buy_TL,Sell_TL,whale
1745231400000,1632.75,1633.22,1628.29,1631.84,7657.1419,2025-04-21 10:30:00+00:00,2025-04-21 07:30:00-03:00,2025-04-21,07:30:00,1639.8844996076027,1643.2536747510449,1643.4935600027518,1643.6107569065382,False,False,DOWN,DOWN,,10.283389450056017,40.96520763187438,False,False,BOTTOM
1745232300000,1631.83,1636.0,1630.86,1635.7,2904.8123,2025-04-21 10:45:00+00:00,2025-04-21 07:45:00-03:00,2025-04-21,07:45:00,1639.1236814971294,1642.9839006527934,1643.3392320819053,1643.5320429074682,False,False,DOWN,DOWN,,14.253489355702651,41.1673480896659,False,False,-
1745233200000,1635.7,1636.17,1630.1,1630.24,3770.8989,2025-04-21 11:00:00+00:00,2025-04-21 08:00:00-03:00,2025-04-21,08:00:00,1637.5084666794694,1642.528761343765,1643.07984134761,1643.3997837740606,False,False,DOWN,DOWN,,14.078819105973924,39.89695028547559,False,False,-
1745234100000,1630.23,1630.24,1617.85,1624.58,9256.2546,2025-04-21 11:15:00+00:00,2025-04-21 08:15:00-03:00,2025-04-21,08:15:00,1635.1578363741114,1641.8877341529162,1642.713507855578,1643.2125222439704,False,False,DOWN,DOWN,,12.615423009732792,48.42775143498851,False,False,-
1745235000000,1624.58,1625.33,1622.0,1625.18,3845.9376,2025-04-21 11:30:00+00:00,2025-04-21 08:30:00-03:00,2025-04-21,08:30:00,1633.343684306091,1641.2910293617406,1642.36630968022,1643.0330941619409,False,False,DOWN,DOWN,,12.659654395191403,52.79238667668407,False,False,BOTTOM
1745235900000,1625.18,1626.68,1623.05,1626.34,4171.813,2025-04-21 11:45:00+00:00,2025-04-21 08:45:00-03:00,2025-04-21,08:45:00,1632.070287159529,1640.7570640273927,1642.0489570132847,1642.8669937225186,False,False,DOWN,DOWN,,14.656605704054178,51.43880291597361,False,False,-
1745236800000,1626.34,1631.57,1626.0,1630.9,3986.3927,2025-04-21 12:00:00+00:00,2025-04-21 09:00:00-03:00,2025-04-21,09:00:00,1631.8575076759782,1640.4050260264146,1641.8281855872792,1642.7479191581156,False,False,DOWN,DOWN,,20.04659146640489,47.216772927905595,False,False,-
1745237700000,1630.89,1631.69,1627.39,1628.12,2971.3755,2025-04-21 12:15:00+00:00,2025-04-21 09:15:00-03:00,2025-04-21,09:15:00,1631.1779608258003,1639.9662750968998,1641.5567363677292,1642.6023677237065,False,False,DOWN,DOWN,,17.85320426418316,48.89106727116764,False,False,-
1745238600000,1628.11,1630.22,1626.6,1627.2,3215.506,2025-04-21 12:30:00+00:00,2025-04-21 09:30:00-03:00,2025-04-21,09:30:00,1630.4546952211094,1639.510336700582,1641.2724445584672,1642.449110333421,False,False,DOWN,DOWN,,11.907590759075813,53.71617161716176,False,False,-
1745239500000,1627.19,1628.35,1623.58,1623.71,2128.9457,2025-04-21 12:45:00+00:00,2025-04-21 09:45:00-03:00,2025-04-21,09:45:00,1629.2283869990895,1638.9460389612755,1640.9246733790915,1642.2626515241334,False,False,DOWN,DOWN,,11.81092051852814,53.41102527170355,False,False,-
1745240400000,1623.7,1624.55,1618.34,1621.11,4519.9274,2025-04-21 13:00:00+00:00,2025-04-21 10:00:00-03:00,2025-04-21,10:00:00,1627.7523166356186,1638.3090375698014,1640.5323036092084,1642.0521773796147,False,False,DOWN,DOWN,,11.668822768434586,55.498059508408915,False,False,-
1745241300000,1621.11,1627.27,1620.44,1627.27,3483.1932,2025-04-21 13:15:00+00:00,2025-04-21 10:15:00-03:00,2025-04-21,10:15:00,1627.6646227018696,1637.9147862280229,1640.2696837357587,1641.905091037529,False,False,DOWN,DOWN,,14.376683810923296,50.01224589762457,False,False,-
1745242200000,1627.27,1630.5,1617.0,1623.62,8304.5783,2025-04-21 13:30:00+00:00,2025-04-21 10:30:00-03:00,2025-04-21,10:30:00,1626.929236756075,1637.4042581484507,1639.93998702812,1641.7231498331755,False,False,DOWN,DOWN,,13.118784221700723,45.25645323499871,False,False,-
1745243100000,1623.62,1626.04,1611.51,1611.88,8287.9248,2025-04-21 13:45:00+00:00,2025-04-21 10:45:00-03:00,2025-04-21,10:45:00,1624.1930118913342,1636.4926775002918,1639.3843437206324,1641.4262030686664,False,False,DOWN,DOWN,55.44566942957254,12.38135414469517,41.80552626028305,False,True,-
1745244000000,1611.87,1620.8,1608.6,1620.8,9774.9332,2025-04-21 14:00:00+00:00,2025-04-21 11:00:00-03:00,2025-04-21,11:00:00,1623.5761006383643,1635.9322247324244,1639.0163369142833,1641.2209672172369,False,False,DOWN,DOWN,55.03524821754261,11.499657165246317,38.632579096875666,False,False,BOTTOM
1745244900000,1620.8,1637.89,1616.46,1637.34,18089.4901,2025-04-21 14:15:00+00:00,2025-04-21 11:15:00-03:00,2025-04-21,11:15:00,1626.0786277950253,1635.9825024205522,1638.9831421239016,1641.1823506280107,False,False,DOWN,DOWN,53.02690271097134,22.005406318634996,33.31643858759959,False,True,-
1745245800000,1637.35,1641.82,1630.97,1632.69,10770.0834,2025-04-21 14:30:00+00:00,2025-04-21 11:30:00-03:00,2025-04-21,11:30:00,1627.280695468657,1635.8649130483898,1638.8585254481807,1641.097849626737,False,False,DOWN,DOWN,52.0567285152004,21.151347840207993,43.18772328678181,False,False,-
1745246700000,1632.69,1634.43,1621.25,1634.16,11502.578,2025-04-21 14:45:00+00:00,2025-04-21 11:45:00-03:00,2025-04-21,11:45:00,1628.5314781107195,1635.8040232966616,1638.765485340296,1641.0288162971178,False,False,DOWN,DOWN,50.15777530067396,21.01653892698683,40.87131908027472,False,True,-
1745247600000,1634.15,1635.16,1622.65,1623.3,6807.2703,2025-04-21 15:00:00+00:00,2025-04-21 12:00:00-03:00,2025-04-21,12:00:00,1627.580300272407,1635.3574510360665,1638.4592381058346,1640.8524101648084,False,False,DOWN,DOWN,47.8892234756501,19.56734019379566,35.987380755652744,False,False,-
1745248500000,1623.31,1631.36,1622.91,1629.52,4851.5498,2025-04-21 15:15:00+00:00,2025-04-21 12:15:00-03:00,2025-04-21,12:15:00,1627.932972950151,1635.1489706419213,1638.2822234898774,1640.739649864661,False,False,DOWN,DOWN,46.21478682703346,17.905038057267184,34.918448713302354,False,True,-
1745249400000,1629.51,1631.36,1625.0,1625.86,5188.6916,2025-04-21 15:30:00+00:00,2025-04-21 12:30:00-03:00,2025-04-21,12:30:00,1627.5560687773964,1634.817221690424,1638.0362388663154,1640.5915936471024,False,False,DOWN,DOWN,46.43355925298258,14.278506559031428,36.22603430877939,False,False,-
1745250300000,1625.86,1626.21,1618.65,1623.3,6537.1888,2025-04-21 15:45:00+00:00,2025-04-21 12:45:00-03:00,2025-04-21,12:45:00,1626.7822380905968,1634.4058923443374,1637.7444321560913,1640.4195379889225,False,False,DOWN,DOWN,46.482973076934286,13.950704225352256,38.88732394366222,False,True,-
1745251200000,1623.3,1626.09,1618.0,1624.0,5854.1042,2025-04-21 16:00:00+00:00,2025-04-21 13:00:00-03:00,2025-04-21,13:00:00,1626.2763766195792,1634.0342533320397,1637.4722651827033,1640.2561595014704,False,False,DOWN,DOWN,45.29627487916216,13.52495391547773,37.604970301085764,False,False,-
1745252100000,1623.99,1624.8,1611.51,1613.66,5549.4119,2025-04-21 16:15:00+00:00,2025-04-21 13:15:00-03:00,2025-04-21,13:15:00,1623.982489961474,1633.306601427324,1637.0007351790855,1639.9915210984707,False,False,DOWN,DOWN,44.27171173684402,12.781469772243517,37.77663075037122,False,True,-
1745253000000,1613.65,1617.02,1611.3,1611.85,5008.788,2025-04-21 16:30:00+00:00,2025-04-21 13:30:00-03:00,2025-04-21,13:30:00,1621.7765826957511,1632.540294233491,1636.5027008191034,1639.7115059631626,False,False,DOWN,DOWN,42.89428560026084,12.822006472492058,34.64077669902936,False,False,BOTTOM
1745253900000,1611.86,1612.23,1587.18,1589.6,20492.7835,2025-04-21 16:45:00+00:00,2025-04-21 13:45:00-03:00,2025-04-21,13:45:00,1615.9262949328872,1631.0067122965806,1635.57393446625,1639.2128840132805,False,False,DOWN,DOWN,43.506733305458795,9.894627142195569,44.95136637332115,False,True,-
1745254800000,1589.6,1590.25,1571.37,1583.81,29321.3541,2025-04-21 17:00:00+00:00,2025-04-21 14:00:00-03:00,2025-04-21,14:00:00,1610.0869685814532,1629.3211154288456,1634.5489060609775,1638.6616115355364,False,False,DOWN,DOWN,44.43761203775821,9.595732734418965,50.53902302077506,False,False,BOTTOM
1745255700000,1583.81,1590.01,1578.24,1584.44,21385.6873,2025-04-21 17:15:00+00:00,2025-04-21 14:15:00-03:00,2025-04-21,14:15:00,1605.4238833848253,1627.718218449244,1633.5566504954136,1638.1220930127947,False,False,DOWN,DOWN,45.45122656340736,9.746777689061352,52.12159233489248,False,True,-
1745256600000,1584.44,1587.1,1579.17,1580.33,6470.9564,2025-04-21 17:30:00+00:00,2025-04-21 14:30:00-03:00,2025-04-21,14:30:00,1600.8613591330388,1626.0257820760569,1632.5026574162964,1637.547047311175,False,False,DOWN,DOWN,46.435755070911895,9.990062547495292,52.265154615070195,False,False,-
1745257500000,1580.33,1583.49,1573.49,1578.42,7468.0375,2025-04-21 17:45:00+00:00,2025-04-21 14:45:00-03:00,2025-04-21,14:45:00,1596.7811120179408,1624.3255755733405,1631.4317137050825,1636.958718482208,False,False,DOWN,DOWN,52.118192956739584,0.0,59.565271861689254,False,True,-
1745258400000,1578.43,1579.05,1572.4,1576.59,7702.242,2025-04-21 18:00:00+00:00,2025-04-21 15:00:00-03:00,2025-04-21,15:00:00,1593.1100007419514,1622.6207335885783,1630.3457391762688,1636.358034716216,False,False,DOWN,DOWN,56.81459448554899,0.0,52.54117344312959,False,False,-
1745259300000,1576.58,1579.22,1572.2,1574.39,5430.9928,2025-04-21 18:15:00+00:00,2025-04-21 15:15:00-03:00,2025-04-21,15:15:00,1589.7063642434146,1620.8982073889863,1629.2377047371347,1635.7414373558559,False,False,DOWN,DOWN,61.665889716195004,0.0,48.33199356913228,False,True,-
1745260200000,1574.4,1578.3,1569.0,1574.98,8219.8941,2025-04-21 18:30:00+00:00,2025-04-21 15:30:00-03:00,2025-04-21,15:30:00,1587.0288434718846,1619.2582714108082,1628.16329474234,1635.1368459393798,False,False,DOWN,DOWN,66.69756707074957,0.0,50.626411994249786,False,False,-
1745261100000,1574.97,1575.93,1567.28,1567.73,5124.7788,2025-04-21 18:45:00+00:00,2025-04-21 15:45:00-03:00,2025-04-21,15:45:00,1583.5199628406326,1617.4179760032794,1626.966595836551,1634.466131054411,False,False,DOWN,DOWN,71.53984980516897,0.0,51.55534285909658,False,True,-
1745262000000,1567.73,1574.32,1564.07,1573.7,8379.4396,2025-04-21 19:00:00+00:00,2025-04-21 16:00:00-03:00,2025-04-21,16:00:00,1581.7345150514266,1615.856619717448,1625.9118117605797,1633.8614929344667,False,False,DOWN,DOWN,75.57866812970157,0.0,50.965636654235894,False,False,BOTTOM
